CryoSleep,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Num,HomePlanet_Europa,HomePlanet_Mars,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,"Luxury_(716.0, 979.0]","Luxury_(979.0, 2365.0]","Luxury_(2365.0, 35987.0]"
1.326431434587226,-0.25627836494356476,-0.31694716159174385,-0.19985562510844887,0.13439425626612425,0.08008289759371937,-0.23567349181105393,-0.21373444443676595,0.10616120389234052,1.3357185769612037,0.42710298340051456,-0.27820170333006594,-0.2924991439222992,0.4699403329412484,0.6818913785041806,0.22838671109675898,-0.38604237260130153,0.012225477518761081,-0.5628030651790406,0.01619753069323112,0.2553351116928244,-0.010699493379406615,-0.4922751694924579
